Verifikationsnr;Datum;Konto;Kontonamn;Debet;Kredit;Text
1015;2025-02-15;4010;Inköp varor;33838,58;0,0;Leverantörsfaktura LF-1015
1015;2025-02-15;2640;Ingående moms;8459,65;0,0;Leverantörsfaktura LF-1015
1149;2025-02-15;5010;Lokalhyra;37604,25;0,0;Lokalhyra
1149;2025-02-15;1930;Företagskonto;0,0;37604,25;Lokalhyra
1206;2025-02-15;5020;Fastighetsskatt;84000,0;0,0;Fastighetsskatt 2025
1206;2025-02-15;1930;Företagskonto;0,0;84000,0;Fastighetsskatt 2025
1112;2025-02-16;7010;Löner;27099,21;0,0;Lön
1112;2025-02-16;7510;Arbetsgivaravgifter;8514,57;0,0;Arbetsgivaravgifter
1112;2025-02-16;1930;Företagskonto;0,0;35613,78;Lön + arbetsgivaravgifter
1176;2025-02-16;7010;Löner;46219,26;0,0;Lön
1176;2025-02-16;7510;Arbetsgivaravgifter;14522,09;0,0;Arbetsgivaravgifter
1176;2025-02-16;1930;Företagskonto;0,0;60741,350000000006;Lön + arbetsgivaravgifter
1037;2025-02-17;2440;Leverantörsskulder;0,0;34286,96;Leverantörsfaktura LF-1037
1037;2025-02-17;4010;Inköp varor;27429,57;0,0;Leverantörsfaktura LF-1037
1037;2025-02-17;2640;Ingående moms;6857,39;0,0;Leverantörsfaktura LF-1037
1174;2025-02-17;1510;Kundfordringar;97955,39;0,0;Faktura F-1174
1174;2025-02-17;3010;Försäljning varor 25%;0,0;78364,31;Faktura F-1174
1174;2025-02-17;2610;Utgående moms 25%;0,0;19591,08;Faktura F-1174
1008;2025-02-18;1510;Kundfordringar;71315,01000000001;0,0;Faktura F-1008
1008;2025-02-18;3010;Försäljning varor 25%;0,0;57052,01;Faktura F-1008
1008;2025-02-18;2610;Utgående moms 25%;0,0;14263,0;Faktura F-1008
1010;2025-02-18;1510;Kundfordringar;106307,36;0,0;Faktura F-1010
1010;2025-02-18;3010;Försäljning varor 25%;0,0;85045,89;Faktura F-1010
1010;2025-02-18;2610;Utgående moms 25%;0,0;21261,47;Faktura F-1010
1118;2025-02-18;2440;Leverantörsskulder;0,0;38950,29;Leverantörsfaktura LF-1118
1118;2025-02-18;6110;Kontorsmaterial;31160,23;0,0;Leverantörsfaktura LF-1118
1118;2025-02-18;2640;Ingående moms;7790,06;0,0;Leverantörsfaktura LF-1118
1148;2025-02-18;7010;Löner;25176,88;0,0;Lön
1148;2025-02-18;7510;Arbetsgivaravgifter;7910,58;0,0;Arbetsgivaravgifter
1148;2025-02-18;1930;Företagskonto;0,0;33087,46;Lön + arbetsgivaravgifter
1159;2025-02-18;5010;Lokalhyra;37560,29;0,0;Lokalhyra
1159;2025-02-18;1930;Företagskonto;0,0;37560,29;Lokalhyra
1169;2025-02-18;7010;Löner;53244,12;0,0;Lön
1169;2025-02-18;7510;Arbetsgivaravgifter;16729,3;0,0;Arbetsgivaravgifter
1169;2025-02-18;1930;Företagskonto;0,0;69973,42;Lön + arbetsgivaravgifter
1182;2025-02-18;5010;Lokalhyra;15861,0;0,0;Lokalhyra
1182;2025-02-18;1930;Företagskonto;0,0;15861,0;Lokalhyra
1028;2025-02-19;7010;Löner;42876,65;0,0;Lön
1028;2025-02-19;7510;Arbetsgivaravgifter;13471,84;0,0;Arbetsgivaravgifter
1028;2025-02-19;1930;Företagskonto;0,0;56348,490000000005;Lön + arbetsgivaravgifter
1063;2025-02-19;5010;Lokalhyra;42795,54;0,0;Lokalhyra
1063;2025-02-19;1930;Företagskonto;0,0;42795,54;Lokalhyra
1020;2025-02-21;5010;Lokalhyra;16985,66;0,0;Lokalhyra
1020;2025-02-21;1930;Företagskonto;0,0;16985,66;Lokalhyra
1053;2025-02-22;7010;Löner;50915,1;0,0;Lön
1053;2025-02-22;7510;Arbetsgivaravgifter;15997,52;0,0;Arbetsgivaravgifter
1053;2025-02-22;1930;Företagskonto;0,0;66912,62;Lön + arbetsgivaravgifter
1097;2025-02-22;6110;Kontorsmaterial;7620,04;0,0;Kontorsmaterial
1097;2025-02-22;1930;Företagskonto;0,0;7620,04;Kontorsmaterial
1100;2025-02-22;2440;Leverantörsskulder;0,0;17591,85;Leverantörsfaktura LF-1100
1100;2025-02-22;4010;Inköp varor;14073,48;0,0;Leverantörsfaktura LF-1100
1100;2025-02-22;2640;Ingående moms;3518,37;0,0;Leverantörsfaktura LF-1100
1072;2025-02-23;6110;Kontorsmaterial;5869,66;0,0;Kontorsmaterial
1072;2025-02-23;1930;Företagskonto;0,0;5869,66;Kontorsmaterial
1146;2025-02-23;7010;Löner;52145,15;0,0;Lön
1146;2025-02-23;7510;Arbetsgivaravgifter;16384,01;0,0;Arbetsgivaravgifter
1146;2025-02-23;1930;Företagskonto;0,0;68529,16;Lön + arbetsgivaravgifter
1150;2025-02-23;6110;Kontorsmaterial;7601,4;0,0;Kontorsmaterial
1150;2025-02-23;1930;Företagskonto;0,0;7601,4;Kontorsmaterial
1160;2025-02-23;5010;Lokalhyra;40047,33;0,0;Lokalhyra
1160;2025-02-23;1930;Företagskonto;0,0;40047,33;Lokalhyra
1175;2025-02-23;7010;Löner;28166,17;0,0;Lön
1175;2025-02-23;7510;Arbetsgivaravgifter;8849,81;0,0;Arbetsgivaravgifter
1175;2025-02-23;1930;Företagskonto;0,0;37015,979999999996;Lön + arbetsgivaravgifter
1025;2025-02-24;6110;Kontorsmaterial;4294,3;0,0;Kontorsmaterial
1025;2025-02-24;1930;Företagskonto;0,0;4294,3;Kontorsmaterial
1120;2025-02-25;6110;Kontorsmaterial;6263,28;0,0;Kontorsmaterial
1120;2025-02-25;1930;Företagskonto;0,0;6263,28;Kontorsmaterial
1177;2025-02-25;2440;Leverantörsskulder;0,0;46194,96;Leverantörsfaktura LF-1177
1177;2025-02-25;6110;Kontorsmaterial;36955,97;0,0;Leverantörsfaktura LF-1177
1177;2025-02-25;2640;Ingående moms;9238,99;0,0;Leverantörsfaktura LF-1177
1232;2025-02-25;7010;Löner;45000,0;0,0;Lön Anna Svensson
1232;2025-02-25;7510;Arbetsgivaravgifter;14139,0;0,0;Arbetsgivaravgift Anna Svensson
1232;2025-02-25;1930;Företagskonto;0,0;59139,0;Lön + AG-avg Anna Svensson
1233;2025-02-25;7410;Pensionskostnader;2025,0;0,0;Pension Anna Svensson
1233;2025-02-25;1930;Företagskonto;0,0;2025,0;Pension Anna Svensson
1234;2025-02-25;7530;Särskild löneskatt pensionskostnader;491,27;0,0;SLP pension Anna Svensson
1234;2025-02-25;2960;Övriga upplupna kostnader;0,0;491,27;SLP pension Anna Svensson
1235;2025-02-25;7090;Förändring semesterlöneskuld;5760,0;0,0;Semesterlöneskuld Anna Svensson
1235;2025-02-25;2920;Upplupna semesterlöner;0,0;5760,0;Semesterlöneskuld Anna Svensson
1236;2025-02-25;7519;Arbetsgivaravgifter semesterlön;1809,79;0,0;AG-avg semester Anna Svensson
1236;2025-02-25;2940;Upplupna arbetsgivaravgifter;0,0;1809,79;AG-avg semester Anna Svensson
1237;2025-02-25;7010;Löner;38000,0;0,0;Lön Erik Lindberg
1237;2025-02-25;7510;Arbetsgivaravgifter;11939,6;0,0;Arbetsgivaravgift Erik Lindberg
1237;2025-02-25;1930;Företagskonto;0,0;49939,6;Lön + AG-avg Erik Lindberg
1238;2025-02-25;7410;Pensionskostnader;1710,0;0,0;Pension Erik Lindberg
1238;2025-02-25;1930;Företagskonto;0,0;1710,0;Pension Erik Lindberg
1239;2025-02-25;7530;Särskild löneskatt pensionskostnader;537,28;0,0;SLP pension Erik Lindberg
1239;2025-02-25;2960;Övriga upplupna kostnader;0,0;537,28;SLP pension Erik Lindberg
1240;2025-02-25;7090;Förändring semesterlöneskuld;4864,0;0,0;Semesterlöneskuld Erik Lindberg
1240;2025-02-25;2920;Upplupna semesterlöner;0,0;4864,0;Semesterlöneskuld Erik Lindberg
1241;2025-02-25;7519;Arbetsgivaravgifter semesterlön;1528,27;0,0;AG-avg semester Erik Lindberg
1241;2025-02-25;2940;Upplupna arbetsgivaravgifter;0,0;1528,27;AG-avg semester Erik Lindberg
1242;2025-02-25;7010;Löner;52000,0;0,0;Lön Maria Johansson
1242;2025-02-25;7510;Arbetsgivaravgifter;16338,4;0,0;Arbetsgivaravgift Maria Johansson
1242;2025-02-25;1930;Företagskonto;0,0;68338,4;Lön + AG-avg Maria Johansson
1243;2025-02-25;7410;Pensionskostnader;2340,0;0,0;Pension Maria Johansson
1243;2025-02-25;1930;Företagskonto;0,0;2340,0;Pension Maria Johansson
1244;2025-02-25;7530;Särskild löneskatt pensionskostnader;567,68;0,0;SLP pension Maria Johansson
1244;2025-02-25;2960;Övriga upplupna kostnader;0,0;567,68;SLP pension Maria Johansson
1245;2025-02-25;7090;Förändring semesterlöneskuld;6656,0;0,0;Semesterlöneskuld Maria Johansson
1245;2025-02-25;2920;Upplupna semesterlöner;0,0;6656,0;Semesterlöneskuld Maria Johansson
1246;2025-02-25;7519;Arbetsgivaravgifter semesterlön;2091,32;0,0;AG-avg semester Maria Johansson
1246;2025-02-25;2940;Upplupna arbetsgivaravgifter;0,0;2091,32;AG-avg semester Maria Johansson
1247;2025-02-25;7010;Löner;41000,0;0,0;Lön Karl Nilsson
1247;2025-02-25;7510;Arbetsgivaravgifter;12882,2;0,0;Arbetsgivaravgift Karl Nilsson
1247;2025-02-25;1930;Företagskonto;0,0;53882,2;Lön + AG-avg Karl Nilsson
1248;2025-02-25;7410;Pensionskostnader;1845,0;0,0;Pension Karl Nilsson
1248;2025-02-25;1930;Företagskonto;0,0;1845,0;Pension Karl Nilsson
1249;2025-02-25;7530;Särskild löneskatt pensionskostnader;447,6;0,0;SLP pension Karl Nilsson
1249;2025-02-25;2960;Övriga upplupna kostnader;0,0;447,6;SLP pension Karl Nilsson
1250;2025-02-25;7090;Förändring semesterlöneskuld;4920,0;0,0;Semesterlöneskuld Karl Nilsson
1250;2025-02-25;2920;Upplupna semesterlöner;0,0;4920,0;Semesterlöneskuld Karl Nilsson
1251;2025-02-25;7519;Arbetsgivaravgifter semesterlön;1648,92;0,0;AG-avg semester Karl Nilsson
1251;2025-02-25;2940;Upplupna arbetsgivaravgifter;0,0;1648,92;AG-avg semester Karl Nilsson
1252;2025-02-25;7010;Löner;35000,0;0,0;Lön Sara Eriksson
1252;2025-02-25;7510;Arbetsgivaravgifter;10997,0;0,0;Arbetsgivaravgift Sara Eriksson
1252;2025-02-25;1930;Företagskonto;0,0;45997,0;Lön + AG-avg Sara Eriksson
1253;2025-02-25;7410;Pensionskostnader;1575,0;0,0;Pension Sara Eriksson
1253;2025-02-25;1930;Företagskonto;0,0;1575,0;Pension Sara Eriksson
1255;2025-02-25;7090;Förändring semesterlöneskuld;4480,0;0,0;Semesterlöneskuld Sara Eriksson
1255;2025-02-25;2920;Upplupna semesterlöner;0,0;4480,0;Semesterlöneskuld Sara Eriksson
1256;2025-02-25;7519;Arbetsgivaravgifter semesterlön;1407,62;0,0;AG-avg semester Sara Eriksson
1256;2025-02-25;2940;Upplupna arbetsgivaravgifter;0,0;1407,62;AG-avg semester Sara Eriksson
1080;2025-02-26;6110;Kontorsmaterial;7183,63;0,0;Kontorsmaterial
1080;2025-02-26;1930;Företagskonto;0,0;7183,63;Kontorsmaterial
1090;2025-02-26;6110;Kontorsmaterial;7203,84;0,0;Kontorsmaterial
1090;2025-02-26;1930;Företagskonto;0,0;7203,84;Kontorsmaterial
1135;2025-02-26;6110;Kontorsmaterial;8242,56;0,0;Kontorsmaterial
1135;2025-02-26;1930;Företagskonto;0,0;8242,56;Kontorsmaterial
1005;2025-02-27;6110;Kontorsmaterial;3142,81;0,0;Kontorsmaterial
1005;2025-02-27;1930;Företagskonto;0,0;3142,81;Kontorsmaterial
1064;2025-02-28;5010;Lokalhyra;27690,22;0,0;Lokalhyra
1064;2025-02-28;1930;Företagskonto;0,0;27690,22;Lokalhyra
1102;2025-02-28;5010;Lokalhyra;24155,73;0,0;Lokalhyra
1102;2025-02-28;1930;Företagskonto;0,0;24155,73;Lokalhyra
1158;2025-02-28;5010;Lokalhyra;25125,02;0,0;Lokalhyra
1158;2025-02-28;1930;Företagskonto;0,0;25125,02;Lokalhyra
1193;2025-02-28;5010;Lokalhyra;24198,69;0,0;Lokalhyra
1193;2025-02-28;1930;Företagskonto;0,0;24198,69;Lokalhyra
1029;2025-03-01;6110;Kontorsmaterial;2888,43;0,0;Kontorsmaterial
1029;2025-03-01;1930;Företagskonto;0,0;2888,43;Kontorsmaterial
1133;2025-03-01;6110;Kontorsmaterial;9884,98;0,0;Kontorsmaterial
1133;2025-03-01;1930;Företagskonto;0,0;9884,98;Kontorsmaterial
1145;2025-03-01;7010;Löner;26867,97;0,0;Lön
1145;2025-03-01;7510;Arbetsgivaravgifter;8441,92;0,0;Arbetsgivaravgifter
1145;2025-03-01;1930;Företagskonto;0,0;35309,89;Lön + arbetsgivaravgifter
1154;2025-03-01;2440;Leverantörsskulder;0,0;61319,22;Leverantörsfaktura LF-1154
1154;2025-03-01;4010;Inköp varor;49055,38;0,0;Leverantörsfaktura LF-1154
1154;2025-03-01;2640;Ingående moms;12263,84;0,0;Leverantörsfaktura LF-1154
1157;2025-03-01;2440;Leverantörsskulder;0,0;4329,94;Leverantörsfaktura LF-1157
1157;2025-03-01;6210;Telefon;3463,95;0,0;Leverantörsfaktura LF-1157
1157;2025-03-01;2640;Ingående moms;865,99;0,0;Leverantörsfaktura LF-1157
1181;2025-03-01;6110;Kontorsmaterial;6298,15;0,0;Kontorsmaterial
1181;2025-03-01;1930;Företagskonto;0,0;6298,15;Kontorsmaterial
1205;2025-03-01;6310;Företagsförsäkring;108000,0;0,0;Tilläggsförsäkring mars-nov 2025
1205;2025-03-01;1930;Företagskonto;0,0;108000,0;Tilläggsförsäkring mars-nov 2025
1051;2025-03-02;7010;Löner;30712,3;0,0;Lön
1051;2025-03-02;7510;Arbetsgivaravgifter;9649,8;0,0;Arbetsgivaravgifter
1051;2025-03-02;1930;Företagskonto;0,0;40362,1;Lön + arbetsgivaravgifter
1138;2025-03-02;7010;Löner;32775,75;0,0;Lön
1138;2025-03-02;7510;Arbetsgivaravgifter;10298,14;0,0;Arbetsgivaravgifter
1138;2025-03-02;1930;Företagskonto;0,0;43073,89;Lön + arbetsgivaravgifter
1161;2025-03-02;1510;Kundfordringar;142010,65;0,0;Faktura F-1161
1161;2025-03-02;3010;Försäljning varor 25%;0,0;113608,52;Faktura F-1161
1161;2025-03-02;2610;Utgående moms 25%;0,0;28402,13;Faktura F-1161
1164;2025-03-02;1510;Kundfordringar;108469,48999999999;0,0;Faktura F-1164
1164;2025-03-02;3010;Försäljning varor 25%;0,0;86775,59;Faktura F-1164
1164;2025-03-02;2610;Utgående moms 25%;0,0;21693,9;Faktura F-1164
1038;2025-03-04;1510;Kundfordringar;26526,02;0,0;Faktura F-1038
1038;2025-03-04;3010;Försäljning varor 25%;0,0;21220,82;Faktura F-1038
1038;2025-03-04;2610;Utgående moms 25%;0,0;5305,2;Faktura F-1038
1040;2025-03-04;1510;Kundfordringar;183509,69;0,0;Faktura F-1040
1040;2025-03-04;3010;Försäljning varor 25%;0,0;146807,75;Faktura F-1040
1040;2025-03-04;2610;Utgående moms 25%;0,0;36701,94;Faktura F-1040
1050;2025-03-04;2440;Leverantörsskulder;0,0;34278,07;Leverantörsfaktura LF-1050
1050;2025-03-04;6210;Telefon;27422,46;0,0;Leverantörsfaktura LF-1050
1050;2025-03-04;2640;Ingående moms;6855,61;0,0;Leverantörsfaktura LF-1050
1152;2025-03-04;2440;Leverantörsskulder;0,0;17967,29;Leverantörsfaktura LF-1152
1152;2025-03-04;6250;Porto;14373,83;0,0;Leverantörsfaktura LF-1152
1152;2025-03-04;2640;Ingående moms;3593,46;0,0;Leverantörsfaktura LF-1152
1188;2025-03-04;7010;Löner;48787,99;0,0;Lön
1188;2025-03-04;7510;Arbetsgivaravgifter;15329,19;0,0;Arbetsgivaravgifter
1188;2025-03-04;1930;Företagskonto;0,0;64117,18;Lön + arbetsgivaravgifter
1022;2025-03-05;7010;Löner;51540,49;0,0;Lön
1022;2025-03-05;7510;Arbetsgivaravgifter;16194,02;0,0;Arbetsgivaravgifter
1022;2025-03-05;1930;Företagskonto;0,0;67734,51;Lön + arbetsgivaravgifter
1036;2025-03-06;6110;Kontorsmaterial;2389,66;0,0;Kontorsmaterial
1036;2025-03-06;1930;Företagskonto;0,0;2389,66;Kontorsmaterial
1136;2025-03-06;7010;Löner;49917,08;0,0;Lön
1136;2025-03-06;7510;Arbetsgivaravgifter;15683,95;0,0;Arbetsgivaravgifter
1136;2025-03-06;1930;Företagskonto;0,0;65601,03;Lön + arbetsgivaravgifter
1110;2025-03-07;1510;Kundfordringar;76066,67;0,0;Faktura F-1110
1110;2025-03-07;3010;Försäljning varor 25%;0,0;60853,34;Faktura F-1110
1110;2025-03-07;2610;Utgående moms 25%;0,0;15213,33;Faktura F-1110
1284;2025-03-07;2610;Utgående moms 25%;0,0;15195,22;Faktura F-1110
1045;2025-03-08;7010;Löner;28630,13;0,0;Lön
1045;2025-03-08;7510;Arbetsgivaravgifter;8995,59;0,0;Arbetsgivaravgifter
1045;2025-03-08;1930;Företagskonto;0,0;37625,72;Lön + arbetsgivaravgifter
1140;2025-03-08;7010;Löner;43802,45;0,0;Lön
1140;2025-03-08;7510;Arbetsgivaravgifter;13762,73;0,0;Arbetsgivaravgifter
1140;2025-03-08;1930;Företagskonto;0,0;57565,17999999999;Lön + arbetsgivaravgifter
1186;2025-03-08;2440;Leverantörsskulder;0,0;6493,8;Leverantörsfaktura LF-1186
1186;2025-03-08;6210;Telefon;5195,04;0,0;Leverantörsfaktura LF-1186
1186;2025-03-08;2640;Ingående moms;1298,76;0,0;Leverantörsfaktura LF-1186
1068;2025-03-09;2440;Leverantörsskulder;0,0;4733,87;Leverantörsfaktura LF-1068
1068;2025-03-09;4010;Inköp varor;3787,1;0,0;Leverantörsfaktura LF-1068
1068;2025-03-09;2640;Ingående moms;946,77;0,0;Leverantörsfaktura LF-1068
1191;2025-03-09;5010;Lokalhyra;27765,11;0,0;Lokalhyra
1191;2025-03-09;1930;Företagskonto;0,0;27765,11;Lokalhyra
1031;2025-03-10;5010;Lokalhyra;38057,96;0,0;Lokalhyra
1031;2025-03-10;1930;Företagskonto;0,0;38057,96;Lokalhyra
1106;2025-03-10;5010;Lokalhyra;43177,11;0,0;Lokalhyra
1106;2025-03-10;1930;Företagskonto;0,0;43177,11;Lokalhyra
1178;2025-03-10;7010;Löner;38946,21;0,0;Lön
1178;2025-03-10;7510;Arbetsgivaravgifter;12236,9;0,0;Arbetsgivaravgifter
1178;2025-03-10;1930;Företagskonto;0,0;51183,11;Lön + arbetsgivaravgifter
1195;2025-03-10;2440;Leverantörsskulder;0,0;12981,89;Leverantörsfaktura LF-1195
1195;2025-03-10;6210;Telefon;10385,51;0,0;Leverantörsfaktura LF-1195
1195;2025-03-10;2640;Ingående moms;2596,38;0,0;Leverantörsfaktura LF-1195
1043;2025-03-11;2440;Leverantörsskulder;0,0;44918,12;Leverantörsfaktura LF-1043
1043;2025-03-11;6210;Telefon;35934,5;0,0;Leverantörsfaktura LF-1043
1043;2025-03-11;2640;Ingående moms;8983,62;0,0;Leverantörsfaktura LF-1043
1151;2025-03-11;6110;Kontorsmaterial;9029,21;0,0;Kontorsmaterial
1151;2025-03-11;1930;Företagskonto;0,0;9029,21;Kontorsmaterial
1030;2025-03-12;1510;Kundfordringar;129551,36;0,0;Faktura F-1030
1030;2025-03-12;3010;Försäljning varor 25%;0,0;103641,09;Faktura F-1030
1030;2025-03-12;2610;Utgående moms 25%;0,0;25910,27;Faktura F-1030
1058;2025-03-12;1510;Kundfordringar;15419,14;0,0;Faktura F-1058
1058;2025-03-12;3010;Försäljning varor 25%;0,0;12335,31;Faktura F-1058
1058;2025-03-12;2610;Utgående moms 25%;0,0;3083,83;Faktura F-1058
1082;2025-03-12;5010;Lokalhyra;42952,68;0,0;Lokalhyra
1082;2025-03-12;1930;Företagskonto;0,0;42952,68;Lokalhyra
1137;2025-03-12;7010;Löner;51916,24;0,0;Lön
1137;2025-03-12;7510;Arbetsgivaravgifter;16312,08;0,0;Arbetsgivaravgifter
1137;2025-03-12;1930;Företagskonto;0,0;68228,31999999999;Lön + arbetsgivaravgifter
1192;2025-03-12;5010;Lokalhyra;25554,32;0,0;Lokalhyra
1192;2025-03-12;1930;Företagskonto;0,0;25554,32;Lokalhyra
1065;2025-03-13;7010;Löner;29643,9;0,0;Lön
1065;2025-03-13;7510;Arbetsgivaravgifter;9314,11;0,0;Arbetsgivaravgifter
1065;2025-03-13;1930;Företagskonto;0,0;38958,01;Lön + arbetsgivaravgifter
1091;2025-03-13;1510;Kundfordringar;26527,14;0,0;Faktura F-1091
1091;2025-03-13;3010;Försäljning varor 25%;0,0;21221,71;Faktura F-1091
1091;2025-03-13;2610;Utgående moms 25%;0,0;5305,43;Faktura F-1091
1132;2025-03-13;2440;Leverantörsskulder;0,0;57445,04;Leverantörsfaktura LF-1132
1132;2025-03-13;4010;Inköp varor;45956,03;0,0;Leverantörsfaktura LF-1132
1132;2025-03-13;2640;Ingående moms;11489,01;0,0;Leverantörsfaktura LF-1132
1021;2025-03-14;5010;Lokalhyra;21378,8;0,0;Lokalhyra
1021;2025-03-14;1930;Företagskonto;0,0;21378,8;Lokalhyra
1071;2025-03-14;2440;Leverantörsskulder;0,0;36708,79;Leverantörsfaktura LF-1071
1071;2025-03-14;4010;Inköp varor;29367,03;0,0;Leverantörsfaktura LF-1071
1071;2025-03-14;2640;Ingående moms;7341,76;0,0;Leverantörsfaktura LF-1071
1173;2025-03-14;1510;Kundfordringar;69180,69;0,0;Faktura F-1173
1173;2025-03-14;3010;Försäljning varor 25%;0,0;55344,55;Faktura F-1173
1173;2025-03-14;2610;Utgående moms 25%;0,0;13836,14;Faktura F-1173
1128;2025-03-15;2440;Leverantörsskulder;0,0;45248,689999999995;Leverantörsfaktura LF-1128
1128;2025-03-15;6210;Telefon;36198,95;0,0;Leverantörsfaktura LF-1128
1128;2025-03-15;2640;Ingående moms;9049,74;0,0;Leverantörsfaktura LF-1128
1147;2025-03-16;1510;Kundfordringar;161532,66999999998;0,0;Faktura F-1147
1147;2025-03-16;3010;Försäljning varor 25%;0,0;129226,14;Faktura F-1147
1147;2025-03-16;2610;Utgående moms 25%;0,0;32306,53;Faktura F-1147
1155;2025-03-17;6110;Kontorsmaterial;6798,5;0,0;Kontorsmaterial
1155;2025-03-17;1930;Företagskonto;0,0;6798,5;Kontorsmaterial
1179;2025-03-17;5010;Lokalhyra;24669,14;0,0;Lokalhyra
1179;2025-03-17;1930;Företagskonto;0,0;24669,14;Lokalhyra
1196;2025-03-17;6110;Kontorsmaterial;6169,51;0,0;Kontorsmaterial
1196;2025-03-17;1930;Företagskonto;0,0;6169,51;Kontorsmaterial
1134;2025-03-18;5010;Lokalhyra;43501,19;0,0;Lokalhyra
1134;2025-03-18;1930;Företagskonto;0,0;43501,19;Lokalhyra
1003;2025-03-19;1510;Kundfordringar;107975,66;0,0;Faktura F-1003
1003;2025-03-19;3010;Försäljning varor 25%;0,0;86380,53;Faktura F-1003
1003;2025-03-19;2610;Utgående moms 25%;0,0;21595,13;Faktura F-1003
1042;2025-03-19;7010;Löner;53930,89;0,0;Lön
1042;2025-03-19;7510;Arbetsgivaravgifter;16945,09;0,0;Arbetsgivaravgifter
1042;2025-03-19;1930;Företagskonto;0,0;70875,98;Lön + arbetsgivaravgifter
1081;2025-03-20;6110;Kontorsmaterial;574,32;0,0;Kontorsmaterial
1081;2025-03-20;1930;Företagskonto;0,0;574,32;Kontorsmaterial
1127;2025-03-20;1510;Kundfordringar;88794,17;0,0;Faktura F-1127
1127;2025-03-20;3010;Försäljning varor 25%;0,0;71035,34;Faktura F-1127
1127;2025-03-20;2610;Utgående moms 25%;0,0;17758,83;Faktura F-1127
1011;2025-03-21;5010;Lokalhyra;32320,56;0,0;Lokalhyra
1011;2025-03-21;1930;Företagskonto;0,0;32320,56;Lokalhyra
1124;2025-03-21;5010;Lokalhyra;17801,62;0,0;Lokalhyra
1124;2025-03-21;1930;Företagskonto;0,0;17801,62;Lokalhyra
1035;2025-03-22;5010;Lokalhyra;40250,08;0,0;Lokalhyra
1035;2025-03-22;1930;Företagskonto;0,0;40250,08;Lokalhyra
1000;2025-03-23;1510;Kundfordringar;10783,199999999999;0,0;Faktura F-1000
1000;2025-03-23;3010;Försäljning varor 25%;0,0;8626,56;Faktura F-1000
1000;2025-03-23;2610;Utgående moms 25%;0,0;2156,64;Faktura F-1000
1014;2025-03-23;5010;Lokalhyra;19879,62;0,0;Lokalhyra
1014;2025-03-23;1930;Företagskonto;0,0;19879,62;Lokalhyra
1018;2025-03-23;6110;Kontorsmaterial;2586,34;0,0;Kontorsmaterial
1018;2025-03-23;1930;Företagskonto;0,0;2586,34;Kontorsmaterial
1086;2025-03-23;5010;Lokalhyra;30162,27;0,0;Lokalhyra
1086;2025-03-23;1930;Företagskonto;0,0;30162,27;Lokalhyra
1089;2025-03-23;5010;Lokalhyra;19847,46;0,0;Lokalhyra
1089;2025-03-23;1930;Företagskonto;0,0;19847,46;Lokalhyra
1023;2025-03-24;7010;Löner;29286,15;0,0;Lön
1023;2025-03-24;7510;Arbetsgivaravgifter;9201,71;0,0;Arbetsgivaravgifter
1023;2025-03-24;1930;Företagskonto;0,0;38487,86;Lön + arbetsgivaravgifter
1105;2025-03-24;6110;Kontorsmaterial;4296,94;0,0;Kontorsmaterial
1105;2025-03-24;1930;Företagskonto;0,0;4296,94;Kontorsmaterial
1044;2025-03-25;5010;Lokalhyra;28143,0;0,0;Lokalhyra
1044;2025-03-25;1930;Företagskonto;0,0;28143,0;Lokalhyra
1257;2025-03-25;7010;Löner;45000,0;0,0;Lön Anna Svensson
1257;2025-03-25;7510;Arbetsgivaravgifter;14139,0;0,0;Arbetsgivaravgift Anna Svensson
1257;2025-03-25;1930;Företagskonto;0,0;59139,0;Lön + AG-avg Anna Svensson
1258;2025-03-25;7410;Pensionskostnader;2025,0;0,0;Pension Anna Svensson
1258;2025-03-25;1930;Företagskonto;0,0;2025,0;Pension Anna Svensson
1259;2025-03-25;7530;Särskild löneskatt pensionskostnader;491,27;0,0;SLP pension Anna Svensson
1259;2025-03-25;2960;Övriga upplupna kostnader;0,0;491,27;SLP pension Anna Svensson
1260;2025-03-25;7090;Förändring semesterlöneskuld;5760,0;0,0;Semesterlöneskuld Anna Svensson
1260;2025-03-25;2920;Upplupna semesterlöner;0,0;5760,0;Semesterlöneskuld Anna Svensson
1261;2025-03-25;7519;Arbetsgivaravgifter semesterlön;1809,79;0,0;AG-avg semester Anna Svensson
1261;2025-03-25;2940;Upplupna arbetsgivaravgifter;0,0;1809,79;AG-avg semester Anna Svensson
1262;2025-03-25;7010;Löner;38000,0;0,0;Lön Erik Lindberg
1262;2025-03-25;7510;Arbetsgivaravgifter;11939,6;0,0;Arbetsgivaravgift Erik Lindberg
1262;2025-03-25;1930;Företagskonto;0,0;49939,6;Lön + AG-avg Erik Lindberg
1263;2025-03-25;7410;Pensionskostnader;1710,0;0,0;Pension Erik Lindberg
1263;2025-03-25;1930;Företagskonto;0,0;1710,0;Pension Erik Lindberg
1264;2025-03-25;7530;Särskild löneskatt pensionskostnader;537,28;0,0;SLP pension Erik Lindberg
1264;2025-03-25;2960;Övriga upplupna kostnader;0,0;537,28;SLP pension Erik Lindberg
1265;2025-03-25;7090;Förändring semesterlöneskuld;4864,0;0,0;Semesterlöneskuld Erik Lindberg
1265;2025-03-25;2920;Upplupna semesterlöner;0,0;4864,0;Semesterlöneskuld Erik Lindberg
